k = 3, 0.03722407510748782
k = 3, 0.009715909877514362
k = 3, 0.03722407510748782
k = 3, 0.009715909877514362
k = 3, 0.009715909877514362
k = 3, 0.03722407510748782
k = 3, 0.009715909877514362
k = 3, 0.03722407510748782
k = 3, 0.03722407510748782
k = 3, 0.03722407510748782
k = 5, 0.009715909877514362
k = 5, 0.07818918214340193
k = 5, 0.009715909877514362
k = 5, 0.07818918214340193
k = 5, 0.03722407510748782
k = 5, 0.03722407510748782
k = 5, 0.009715909877514362
k = 5, 0.03722407510748782
k = 5, 0.03722407510748782
k = 5, 0.03722407510748782
k = 7, 0.03722407510748782
k = 7, 0.03722407510748782
k = 7, 0.009715909877514362
k = 7, 0.07818918214340193
k = 7, 0.03722407510748782
k = 7, 0.009715909877514362
k = 7, 0.07818918214340193
k = 7, 0.009715909877514362
k = 7, 0.03722407510748782
k = 7, 0.03722407510748782
k = 10, 0.009715909877514362
k = 10, 0.009715909877514362
k = 10, 0.03722407546991041
k = 10, 0.07818918214340193
k = 10, 0.009715922364062601
k = 10, 0.009715909877514362
k = 10, 0.009715909877514362
k = 10, 0.009715909877514362
k = 10, 0.009715909877514417
k = 10, 0.009715909877514362
